,Compound,Date,Negative,Neutral,News Source,Positive,Tweet Count,Tweet Text
395,0.4019,Tue Mar 20 06:00:00 +0000 2018,0.0,0.791,FoxNews,0.209,96,".@JesseBWatters on @HillaryClinton's apology after comments about Trump voters: “We like authentic Hillary, even if… https://t.co/arcQNMMnxb"
396,0.0823,Tue Mar 20 05:45:00 +0000 2018,0.187,0.612,FoxNews,0.201,97,".@dbongino: ""It's frustrating because, #Tucker, we did nothing wrong. Legal gun owners are saying to themselves all… https://t.co/Ip7b4l8J5K"
397,0.0,Tue Mar 20 05:38:00 +0000 2018,0.0,1.0,FoxNews,0.0,98,.@RepLeeZeldin on curbing Russia: “President #Trump actually did more in the last week than President Obama did in… https://t.co/cznseHZvDP
398,-0.5574,Tue Mar 20 05:30:00 +0000 2018,0.159,0.841,FoxNews,0.0,99,.@newtgingrich: “The fact is it wasn’t @POTUS who fired McCabe. It was the Inspector General’s report in the FBI…”… https://t.co/D8ERgVu8W8
399,-0.8176,Tue Mar 20 05:15:32 +0000 2018,0.349,0.651,FoxNews,0.0,100,China's Xi takes swipe at Trump's new 'doomed to failure' Taiwan policy in nationalistic speech… https://t.co/Je4VCJLsWk
400,-0.1027,Tue Mar 20 17:32:06 +0000 2018,0.091,0.909,nytimes,0.0,1,Their pay has stood still. Now Oklahoma teachers could be the next to walk. https://t.co/vCjft7hP9f
401,-0.5267,Tue Mar 20 17:22:07 +0000 2018,0.139,0.861,nytimes,0.0,2,An NYC agency has documented every instance it believes it has caught an police officer lying. But of the 81 cases… https://t.co/DsQTOBOveR
402,0.4939,Tue Mar 20 17:06:41 +0000 2018,0.0,0.842,nytimes,0.158,3,"Breaking News: President Trump called Vladimir Putin to congratulate him for his re-election victory, days after th… https://t.co/OlTzbOBXZ6"
403,0.101,Tue Mar 20 17:02:05 +0000 2018,0.097,0.792,nytimes,0.111,4,"RT @jeligon: “One of the most popular liberal post-racial ideas is the idea that the fundamental problem is class and not race, and clearly…"
404,-0.34,Tue Mar 20 16:55:48 +0000 2018,0.244,0.602,nytimes,0.154,5,"• The shooting suspect in the Great Mills high school shooting has been confirmed dead.
• Two students were injured… https://t.co/pvsZWuCHWZ"
405,0.0,Tue Mar 20 16:52:05 +0000 2018,0.0,1.0,nytimes,0.0,6,Mississippi's governor is expected to pick the state's agricultural commissioner — who would be the first woman to… https://t.co/w8trN1KI4m
406,0.0,Tue Mar 20 16:42:04 +0000 2018,0.0,1.0,nytimes,0.0,7,"Next month, the U.S. economic recovery will become the second-longest on record. Here's how it might end. https://t.co/2mLbMtzQCy"
407,0.3612,Tue Mar 20 16:32:05 +0000 2018,0.0,0.783,nytimes,0.217,8,Are you ready to quit Facebook? (From March 2017) https://t.co/AJ0vqx0nui
408,-0.1531,Tue Mar 20 16:22:24 +0000 2018,0.088,0.846,nytimes,0.065,9,"Larry Kwong, the NHL's first player of Asian descent, has died at 94. He played only one game in 1948, but that was… https://t.co/h5RRO4pGmH"
409,0.0,Tue Mar 20 16:12:05 +0000 2018,0.0,1.0,nytimes,0.0,10,"Canada's outdoor rinks are melting. And with them, so is a way of life. https://t.co/lilvF3C3kS"
410,-0.2732,Tue Mar 20 16:02:04 +0000 2018,0.084,0.916,nytimes,0.0,11,RT @nytlizrobbins: Is he New York state's Joe Arpaio? A lone New York sheriff signs up to aid immigration crackdown. He says it's for publi…
411,0.296,Tue Mar 20 15:52:08 +0000 2018,0.113,0.721,nytimes,0.167,12,"La Borinqueña, a Puerto Rican heroine, will be fighting alongside Wonder Woman, Batman, Superman and other DC Comic… https://t.co/gXwfwlBS3T"
412,-0.5106,Tue Mar 20 15:42:03 +0000 2018,0.136,0.864,nytimes,0.0,13,"RT @nytpolitics: Ben Carson told a House committee he failed to adhere to a federal spending cap for the purchase of a $31,000 mahogany din…"
413,0.0,Tue Mar 20 15:38:33 +0000 2018,0.0,1.0,nytimes,0.0,14,"Ben Carson said the purchase of a $31,000 dining room set for his office wasn't about decoration. It was about safe… https://t.co/ZLE7c2NQuY"
414,-0.5574,Tue Mar 20 15:32:04 +0000 2018,0.153,0.847,nytimes,0.0,15,"Andrew McCabe, the former FBI deputy director, was fired late Friday night — on the eve of his retirement. Here’s w… https://t.co/g8NhNgTWtL"
415,-0.5574,Tue Mar 20 15:22:05 +0000 2018,0.175,0.825,nytimes,0.0,16,The last male northern white rhino in the world has died. Just 2 northern white rhinos now remain. https://t.co/iGPYGlACEH
416,0.0,Tue Mar 20 15:19:35 +0000 2018,0.0,1.0,nytimes,0.0,17,"Meet Nemo and Mickey, the beagles who hunt bedbugs for NYC's Department of Housing Preservation and Development… https://t.co/6pDggDt2Im"
417,-0.5574,Tue Mar 20 15:12:05 +0000 2018,0.146,0.854,nytimes,0.0,18,"""I didn't even know what tuberculosis was,"" one woman said. ""Then my mother died and because nobody in my family ha… https://t.co/H5y5h3iA74"
418,-0.0516,Tue Mar 20 15:02:04 +0000 2018,0.173,0.663,nytimes,0.163,19,The Federal Trade Commission is investigating whether Facebook violated an agreement on data privacy https://t.co/WTUVDrck2a
419,0.5994,Tue Mar 20 15:02:04 +0000 2018,0.0,0.786,nytimes,0.214,20,RT @UpshotNYT: What recent special elections can and can't tell us about prospects for Democrats in the 2018 midterms. https://t.co/IvyvHVo…
420,0.3612,Tue Mar 20 14:52:05 +0000 2018,0.0,0.884,nytimes,0.116,21,"New York is getting ready for yet another major snowstorm, just in time for the first day of spring https://t.co/zaiixeU3IV"
421,0.34,Tue Mar 20 14:42:03 +0000 2018,0.0,0.893,nytimes,0.107,22,"RT @NYTSports: “This is the real March Madness.” 32 teams, seven days and one shared hotel. It's the @NAIA tournament. https://t.co/jmeABGb…"
422,-0.4767,Tue Mar 20 14:40:08 +0000 2018,0.147,0.853,nytimes,0.0,23,"Your daily @DealBook Briefing: 

• Facebook had a terrible day.

• So did Uber.

• Leaders at the G-20 summit are s… https://t.co/pA9s2WtIhM"
423,0.34,Tue Mar 20 14:33:17 +0000 2018,0.161,0.595,nytimes,0.244,24,"3 people were injured in a high school shooting in Great Mills, Maryland https://t.co/KhSQHiGmvW"
424,-0.2732,Tue Mar 20 14:32:06 +0000 2018,0.116,0.884,nytimes,0.0,25,Nigerian officials had been warned that Boko Haram militants were approaching before 110 schoolgirls were kidnapped… https://t.co/3EzNLJixMI
425,0.0,Tue Mar 20 14:22:02 +0000 2018,0.0,1.0,nytimes,0.0,26,Facebook’s open platform for apps helped it grow. But it has become a privacy nightmare. https://t.co/00Y2uFFUH3
426,0.0,Tue Mar 20 14:10:31 +0000 2018,0.0,1.0,nytimes,0.0,27,"In Opinion 

The Editorial Board writes: Lawmakers and regulators need to force Facebook to quickly identify and al… https://t.co/Tyw2AIc5K2"
427,0.0,Tue Mar 20 14:00:28 +0000 2018,0.0,1.0,nytimes,0.0,28,Morning Briefing: Here's what you need to know to start your day https://t.co/SWJ1ymff77 https://t.co/DSPkK8sSdL
428,-0.4939,Tue Mar 20 13:46:07 +0000 2018,0.151,0.849,nytimes,0.0,29,Experts fear that Venezuela is teetering on the brink of a tuberculosis epidemic that could spill over its borders… https://t.co/zqYZEWeISP
429,0.0,Tue Mar 20 13:30:06 +0000 2018,0.0,1.0,nytimes,0.0,30,What we know about the bombings and explosions in Austin and San Antonio https://t.co/TOvCv2aqTe https://t.co/n7sDDSlH8j
430,0.0,Tue Mar 20 13:17:05 +0000 2018,0.0,1.0,nytimes,0.0,31,A package that exploded at a FedEx center near San Antonio was addressed to Austin and was believed to be connected… https://t.co/Vzaq1ejguz
431,-0.7269,Tue Mar 20 13:00:11 +0000 2018,0.243,0.757,nytimes,0.0,32,"""When I deployed to Iraq in 2003, there was no war. We had to start it,"" a former Marine Corps tanker writes https://t.co/RYFCbhplRc"
432,-0.2263,Tue Mar 20 12:45:04 +0000 2018,0.113,0.81,nytimes,0.077,33,The Uber car was in autonomous mode with a human safety driver at the wheel but carrying no passengers when it stru… https://t.co/I5FryTdFCz
433,0.0,Tue Mar 20 12:28:03 +0000 2018,0.0,1.0,nytimes,0.0,34,"Education Secretary Betsy DeVos has clashed with staff members over a reorganization plan, which they say she tried… https://t.co/SlIjmhturB"
434,0.0,Tue Mar 20 12:15:08 +0000 2018,0.0,1.0,nytimes,0.0,35,"Andrew Cuomo directed the state attorney general to review how the Manhattan district attorney, Cyrus Vance, handle… https://t.co/BHP29AUBm9"
435,0.0,Tue Mar 20 12:00:06 +0000 2018,0.0,1.0,nytimes,0.0,36,Morning Briefing: Here's what you need to know to start your day https://t.co/dUPBGiOjj1 https://t.co/vkuvAEbjDz
436,0.25,Tue Mar 20 11:50:08 +0000 2018,0.0,0.889,nytimes,0.111,37,"In Opinion

Op-Ed columnist @michelleinbklyn writes: ""If the Trump campaign had a social media advantage, one reaso… https://t.co/uza16auFHK"
437,0.1451,Tue Mar 20 11:39:04 +0000 2018,0.105,0.765,nytimes,0.13,38,"""Thanks to Britain, they've ensured a level of turnout we weren't hoping to achieve by ourselves."" Russia has credi… https://t.co/6vZ9ZGFnhB"
438,0.5809,Tue Mar 20 11:30:07 +0000 2018,0.072,0.701,nytimes,0.227,39,"""The company regrets that it cannot undo the damage Harvey Weinstein caused, but hopes that today's events will mar… https://t.co/RAclA0ufYj"
439,0.4754,Tue Mar 20 11:20:08 +0000 2018,0.0,0.808,nytimes,0.192,40,A look at how the most powerful man in Russia is staying that way https://t.co/FfeEbyu00E
440,0.296,Tue Mar 20 11:11:05 +0000 2018,0.0,0.879,nytimes,0.121,41,"Steven Mnuchin: ""The objective is not to put tariffs on everybody but to solve the issue"" https://t.co/VErv4gPvSS"
441,0.3818,Tue Mar 20 11:00:04 +0000 2018,0.0,0.885,nytimes,0.115,42,"President Trump has weighed aloud in recent days to close associates whether to dismiss his lawyer Ty Cobb, who had… https://t.co/Ca6ekto0ZX"
442,0.4215,Tue Mar 20 10:44:03 +0000 2018,0.0,0.877,nytimes,0.123,43,"In Opinion 

Op-Ed contributor Sinan Antoon writes: ""The invasion of Iraq is often spoken of in the United States a… https://t.co/ulyJNeBDLY"
443,0.0,Tue Mar 20 10:36:06 +0000 2018,0.0,1.0,nytimes,0.0,44,"Morning Briefing: Here's what you need to know to start your day 
https://t.co/OnA4rHBW9i https://t.co/BAD5GT7f8L"
444,0.0,Tue Mar 20 10:14:01 +0000 2018,0.0,1.0,nytimes,0.0,45,RT @nytimesworld: NGOs operate about 40 women's shelters in Afghanistan. The Afghan government is seeking to take financial control of them…
445,-0.5859,Tue Mar 20 10:00:07 +0000 2018,0.183,0.817,nytimes,0.0,46,"Britain's foreign secretary said that Russia's denials of responsibility in the poisoning of a former spy were ""inc… https://t.co/yavwUc9rpH"
446,0.0,Tue Mar 20 09:45:09 +0000 2018,0.0,1.0,nytimes,0.0,47,"At a conference on whale biology in 1971, a female attendee was photographed but not identified. Last week, a team… https://t.co/lvcWO61ksG"
447,-0.4939,Tue Mar 20 09:30:14 +0000 2018,0.144,0.856,nytimes,0.0,48,"The Weinstein Company said it released anyone ""who suffered or witnessed any form of sexual misconduct by Harvey We… https://t.co/nHS3fvgzBX"
448,0.2732,Tue Mar 20 09:15:06 +0000 2018,0.0,0.851,nytimes,0.149,49,British and EU negotiators agreed on the terms of a 21-month Brexit transition https://t.co/VMU82Vx0X2
449,0.0,Tue Mar 20 09:00:18 +0000 2018,0.0,1.0,nytimes,0.0,50,A Facebook executive who urged transparency on Russian disinformation is said to be leaving after clashing with oth… https://t.co/YIe5Pp6zb7
450,0.2023,Tue Mar 20 08:45:06 +0000 2018,0.0,0.795,nytimes,0.205,51,5 important takeaways from China's National People's Congress https://t.co/ktm54IYt4R
451,0.0,Tue Mar 20 08:30:12 +0000 2018,0.0,1.0,nytimes,0.0,52,Videos appear to show individuals casting multiple ballots during Russia's election  https://t.co/CHuJr7GdJ5
452,0.4939,Tue Mar 20 08:15:04 +0000 2018,0.0,0.792,nytimes,0.208,53,Britain's government has raised the possibility that it might consider seizing the assets of wealthy Russians like… https://t.co/eoMrHLRvCZ
453,-0.5994,Tue Mar 20 08:02:02 +0000 2018,0.205,0.795,nytimes,0.0,54,"A U.S. soldier in Niger warned that his unit was ill equipped for a raid on a militant. They were sent anyway, and… https://t.co/c4JMwYfTZf"
454,-0.4215,Tue Mar 20 07:47:03 +0000 2018,0.118,0.882,nytimes,0.0,55,RT @nytimesworld: The kidnapping of 110 girls by Boko Haram has left anguished parents asking how such a kidnapping could happen again http…
455,0.0,Tue Mar 20 07:32:03 +0000 2018,0.0,1.0,nytimes,0.0,56,"“Send some girls around to the candidate’s house.”

As part of a monthslong investigation into Cambridge Analytica,… https://t.co/yArOs3bQmM"
456,0.5574,Tue Mar 20 07:17:04 +0000 2018,0.0,0.787,nytimes,0.213,57,"RT @ScottShaneNYT: Covering Facebook is a bit like covering the government now, in scale and significance. And @nicoleperlroth @sheeraf can…"
457,0.6124,Tue Mar 20 07:07:42 +0000 2018,0.0,0.615,nytimes,0.385,58,How to Enjoy Fine Dining on a Fast Food Budget https://t.co/Zvv75ozqhq
458,0.0,Tue Mar 20 07:02:05 +0000 2018,0.0,1.0,nytimes,0.0,59,"The Australian comic Hannah Gadsby calls out Louis C.K., Harvey Weinstein and Bill Clinton, but her real target is… https://t.co/VlFMTsQZti"
459,0.0,Tue Mar 20 06:33:04 +0000 2018,0.0,1.0,nytimes,0.0,60,RT @nytimesworld: President Bashar al-Assad of Syria took a tour of the eastern Ghouta suburb of Damascus after a government military offen…
460,-0.4404,Tue Mar 20 06:18:45 +0000 2018,0.244,0.756,nytimes,0.0,61,Can Wikipedia bear the burden of fact-checking YouTube videos? https://t.co/6vZsPdX5z0
461,0.4404,Tue Mar 20 06:02:03 +0000 2018,0.0,0.818,nytimes,0.182,62,The shopping gems in Belfast's lively city center are the independently owned establishments https://t.co/AwXscJyNqA
462,0.4588,Tue Mar 20 05:32:05 +0000 2018,0.099,0.705,nytimes,0.196,63,"RT @UpshotNYT: New research shows that even black boys who grow up wealthy are more likely to wind up poor than to stay rich.
https://t.co/…"
463,-0.1027,Tue Mar 20 05:02:04 +0000 2018,0.132,0.755,nytimes,0.113,64,"Facebook’s chief information security officer, Alex Stamos, is said to have had internal disagreements over how the… https://t.co/bxcrB2UI4o"
464,0.0,Tue Mar 20 04:47:04 +0000 2018,0.0,1.0,nytimes,0.0,65,RT @kimseverson: Stuffed ham is a dying art. Or maybe not. Come read about my journey to the land of stuffed ham and decide. https://t.co/9…
465,0.0,Tue Mar 20 04:32:06 +0000 2018,0.0,1.0,nytimes,0.0,66,Facebook’s open platform for third-party apps helped it grow into a juggernaut. But it’s become a privacy nightmare. https://t.co/HUEJOTDUCF
466,0.4215,Tue Mar 20 04:17:05 +0000 2018,0.0,0.882,nytimes,0.118,67,RT @marclacey: Can you believe it’s been six months since Harvey flooded Houston? Here’s a powerful look by @nytvideo at one neighborhood t…
467,-0.5106,Tue Mar 20 04:02:02 +0000 2018,0.212,0.788,nytimes,0.0,68,"As President Trump openly discussed firing one of his lawyers, another considered resigning and a third — who pushe… https://t.co/t6nEelnV6l"
468,-0.5994,Tue Mar 20 03:47:01 +0000 2018,0.224,0.776,nytimes,0.0,69,Mississippi has imposed a ban on abortions after 15 weeks. The state's only abortion clinic immediately sued to blo… https://t.co/KqLmc4NspZ
469,0.0,Tue Mar 20 03:32:03 +0000 2018,0.0,1.0,nytimes,0.0,70,RT @kevinroose: New by me: Facebook’s open platform for third-party apps helped it grow into a juggernaut. But it’s become a privacy nightm…
470,0.2023,Tue Mar 20 03:17:06 +0000 2018,0.175,0.583,nytimes,0.242,71,4 easy ways to cut down your sugar intake https://t.co/rRf9xm6WHS
471,-0.34,Tue Mar 20 03:02:05 +0000 2018,0.098,0.902,nytimes,0.0,72,RT @nytmike: Dowd wants to quit. Trump’s talking about firing Cobb. Another lawyer — who says FBI made up evidence against Trump — was hire…
472,-0.2023,Tue Mar 20 02:47:07 +0000 2018,0.087,0.913,nytimes,0.0,73,"The brother of Nikolas Cruz was charged with trespassing at Marjory Stoneman Douglas High School on Monday, the aut… https://t.co/h0o2gTJ7HO"
473,0.0,Tue Mar 20 02:32:04 +0000 2018,0.0,1.0,nytimes,0.0,74,"Audit your Facebook apps, audit your Facebook privacy settings, and 5 other tips for protecting your data on Facebo… https://t.co/t87b7WJjZH"
474,0.0,Tue Mar 20 02:17:06 +0000 2018,0.0,1.0,nytimes,0.0,75,"Claire’s, the teen jewelry chain known for its ear-piercing services, filed for Chapter 11 bankruptcy protection https://t.co/mn4hvSQjkf"
475,-0.6369,Tue Mar 20 02:02:02 +0000 2018,0.346,0.512,nytimes,0.142,76,The Supreme Court rejected an emergency request from Pennsylvania Republicans to block new congressional voting dis… https://t.co/DeLYEPkfdu
476,0.128,Tue Mar 20 01:47:04 +0000 2018,0.076,0.83,nytimes,0.094,77,RT @sheeraf: To be clear: We spoke to seven current and former Facebook employees for this story on how internal disputes over FB's role in…
477,-0.5994,Tue Mar 20 01:32:03 +0000 2018,0.205,0.795,nytimes,0.0,78,"A U.S. soldier in Niger warned that his unit was ill equipped for a raid on a militant. They were sent anyway, and… https://t.co/0U7C8aSiyP"
478,0.0,Tue Mar 20 01:17:03 +0000 2018,0.0,1.0,nytimes,0.0,79,Evening Briefing: Here's what you need to know at the end of the day https://t.co/HYYSMwnO4R
479,0.2732,Tue Mar 20 01:00:19 +0000 2018,0.0,0.896,nytimes,0.104,80,"After we published an article on tipping and the power imbalance it creates between customers and servers, readers… https://t.co/LJx3uSo2dF"
480,-0.296,Tue Mar 20 00:48:11 +0000 2018,0.152,0.781,nytimes,0.066,81,"RT @sheeraf: Full story now up. Alex Stamos is the first Facebook executive to leave the company, amid growing internal tensions over disin…"
481,0.0,Tue Mar 20 00:32:02 +0000 2018,0.0,1.0,nytimes,0.0,82,"At a conference on whale biology in 1971, a female attendee was photographed but not identified. Last week, a team… https://t.co/BfdgD7NSnJ"
482,0.0,Tue Mar 20 00:17:03 +0000 2018,0.0,1.0,nytimes,0.0,83,"RT @nytopinion: Despite Facebook’s claims, everyone involved in the Cambridge Analytica data-siphoning incident did not give his or her “co…"
483,0.0,Tue Mar 20 00:02:05 +0000 2018,0.0,1.0,nytimes,0.0,84,Mary Outerbridge set up a tennis court in Staten Island in her 20s. It may have been the first in the U.S. https://t.co/MrVl8V3Mll
484,-0.8271,Mon Mar 19 23:32:03 +0000 2018,0.303,0.697,nytimes,0.0,85,New York City’s subway hit a new low in January: Just 58.1% of weekday trains arrived on time. The MTA blamed bad w… https://t.co/AjE2LhnBWu
485,-0.539,Mon Mar 19 23:17:05 +0000 2018,0.302,0.498,nytimes,0.2,86,"RT @KevinQ: The worst places for poor white children are almost all better than the best places for poor black children.

https://t.co/EPZt…"
486,0.0,Mon Mar 19 23:02:04 +0000 2018,0.0,1.0,nytimes,0.0,87,Evening Briefing: Here's what you need to know at the end of the day https://t.co/tQvejB0Xpm
487,-0.1027,Mon Mar 19 22:44:07 +0000 2018,0.126,0.766,nytimes,0.108,88,RT @nicoleperlroth: NEW: Facebook's security officer @alexstamos is leaving the company amid disagreements with Facebook execs over how to…
488,-0.4215,Mon Mar 19 22:34:00 +0000 2018,0.128,0.872,nytimes,0.0,89,Alex Stamos is said to be leaving Facebook after internal disagreements over how the social network should deal wit… https://t.co/2tbsL4WojM
489,0.0,Mon Mar 19 22:24:55 +0000 2018,0.0,1.0,nytimes,0.0,90,Breaking News: A Facebook executive who urged transparency on Russian disinformation is said to be leaving after cl… https://t.co/iFVb6BY6j7
490,0.34,Mon Mar 19 22:17:03 +0000 2018,0.082,0.784,nytimes,0.134,91,"RT @UpshotNYT: The Supreme Court today refused to Intervene in the Pa. redistricting case. That means these districts are holding up, and D…"
491,0.3612,Mon Mar 19 22:02:07 +0000 2018,0.0,0.8,nytimes,0.2,92,Photographers find new ways to frame the natural world https://t.co/dSKQ3jE90n https://t.co/2oMSS8Vyi9
492,0.0,Mon Mar 19 21:47:01 +0000 2018,0.0,1.0,nytimes,0.0,93,"RT @julieturkewitz: Tweeting some of the reaction to our story today: ""I have long thought the absence of Native Americans from any form of…"
493,0.0,Mon Mar 19 21:32:07 +0000 2018,0.0,1.0,nytimes,0.0,94,"Al Pacino and Michelle Pfeiffer will reunite for a 35th anniversary screening of ""Scarface"" at the Tribeca Film Fes… https://t.co/CHjotO0oT8"
494,0.0,Mon Mar 19 21:20:10 +0000 2018,0.0,1.0,nytimes,0.0,95,"“Send some girls around to the candidate’s house.”

As part of a monthslong investigation into Cambridge Analytica,… https://t.co/YP7xSJ59Gx"
495,0.0,Mon Mar 19 21:10:05 +0000 2018,0.0,1.0,nytimes,0.0,96,RT @readercenter: A @nytimes article published today on race and the income gap led to a big discussion among our readers. Submit a questio…
496,0.128,Mon Mar 19 21:00:21 +0000 2018,0.132,0.679,nytimes,0.189,97,"Catharine MacKinnon: ""People have asked me for 40 years how not to get sued for sexual harassment. Well, a good fir… https://t.co/aiuh7NXSzK"
497,0.7351,Mon Mar 19 20:50:06 +0000 2018,0.0,0.763,nytimes,0.237,98,"Justin Verlander brought value to the Astros last season, when he joined in a trade and helped them win the World S… https://t.co/8yl93W3HoA"
498,-0.2732,Mon Mar 19 20:40:10 +0000 2018,0.091,0.909,nytimes,0.0,99,“Everyone in Austin is in the process of trying to figure out exactly how nervous to be. Are these bombings targete… https://t.co/5Pg0Ep4PRR
499,-0.5423,Mon Mar 19 20:33:00 +0000 2018,0.156,0.844,nytimes,0.0,100,Read our report on how servers and bartenders weigh harassing behavior from customers against the tips they need to… https://t.co/N9dFagqWIa
